timestamp,sim_time_s,bus_voltage_v,frequency_hz,total_kw,total_kvar,total_kva,power_factor,current_a,fault_injected
2026-06-19T06:41:27+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:41:29+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:41:31+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:41:33+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:41:35+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:41:37+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:41:39+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:41:41+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:41:43+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:41:45+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:41:47+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:41:49+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:41:51+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:41:53+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:41:55+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:41:57+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:41:59+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:42:01+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:42:03+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:42:05+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:42:07+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:42:09+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:42:11+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:42:14+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:42:16+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:42:18+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:42:20+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:42:22+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:42:24+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:42:26+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:42:28+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:42:30+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:42:32+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:42:34+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:42:36+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:42:38+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:42:40+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:42:42+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:42:44+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:42:46+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:42:48+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:42:50+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:42:52+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:42:54+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:42:56+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:42:58+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:43:00+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:43:02+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:43:04+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:43:06+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:43:08+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:43:10+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:43:12+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:43:14+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:43:16+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:43:18+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:43:20+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:43:22+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:43:24+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:43:26+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:43:28+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:43:30+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:43:32+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:43:34+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:43:36+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:43:38+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:43:40+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:43:42+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:43:44+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:43:46+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:43:48+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:43:50+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:43:52+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:43:54+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:43:56+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:43:58+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:44:00+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:44:02+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:44:04+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:44:06+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:44:08+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:44:10+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:44:12+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:44:14+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:44:16+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:44:18+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:44:20+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:44:22+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:44:24+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:44:26+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:44:28+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:44:30+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:44:32+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:44:34+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:44:36+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:44:38+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:44:41+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:44:43+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:44:45+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:44:47+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:44:49+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:44:51+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:44:53+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:44:55+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:44:57+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:44:59+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:45:01+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:45:03+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:45:05+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:45:07+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:45:09+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:45:11+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:45:13+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:45:15+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:45:17+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:45:19+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:45:21+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:45:23+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:45:25+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:45:27+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:45:29+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:45:31+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:45:33+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:45:35+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:45:37+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:45:39+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:45:41+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:45:43+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:45:45+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:45:47+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:45:49+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:45:51+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:45:53+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:45:55+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:45:57+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:45:59+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:46:01+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:46:03+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:46:05+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:46:07+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:46:09+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:46:11+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:46:13+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:46:15+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:46:17+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:46:19+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:46:21+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:46:23+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:46:25+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:46:27+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:46:29+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:46:31+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:46:33+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:46:35+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:46:37+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:46:39+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:46:41+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:46:43+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:46:45+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:46:47+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:46:49+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:46:52+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:46:54+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:46:56+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:46:58+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:47:00+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:47:02+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:47:04+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:47:06+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:47:08+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:47:10+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:47:12+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:47:14+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:47:16+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:47:18+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:47:20+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:47:22+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:47:24+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:47:26+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:47:28+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:47:30+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:47:32+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:47:34+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:47:36+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:47:38+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:47:40+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:47:42+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:47:44+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:47:46+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:47:48+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:47:50+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:47:52+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:47:54+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:47:56+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:47:58+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:48:00+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:48:02+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:48:04+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:48:06+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:48:08+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:48:10+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:48:12+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:48:14+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:48:16+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:48:18+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:48:20+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:48:22+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:48:24+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:48:26+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:48:28+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:48:30+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:48:32+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:48:34+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:48:36+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:48:38+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:48:40+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:48:42+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:48:44+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:48:46+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:48:48+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:48:50+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:48:52+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:48:54+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:48:56+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:48:58+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:49:00+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:49:02+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:49:04+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:49:06+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:49:08+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:49:11+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:49:13+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:49:15+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:49:17+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:49:19+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:49:21+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:49:23+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:49:25+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:49:27+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:49:29+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:49:31+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:49:33+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:49:35+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:49:37+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:49:39+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:49:41+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:49:43+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:49:45+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:49:47+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:49:49+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:49:51+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:49:53+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:49:55+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:49:57+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:49:59+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:50:01+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:50:03+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:50:05+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:50:07+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:50:09+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:50:11+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:50:13+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:50:15+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:50:17+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:50:19+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:50:21+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:50:23+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:50:25+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:50:27+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:50:29+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:50:31+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:50:33+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:50:35+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:50:37+00:00,,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-19T06:50:39+00:00,,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-19T06:50:41+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:50:43+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:50:45+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:50:47+00:00,,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-19T06:50:49+00:00,,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-19T06:50:51+00:00,,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-19T06:50:53+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:50:55+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:50:57+00:00,,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-19T06:50:59+00:00,,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-19T06:51:01+00:00,,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-19T06:51:03+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-19T06:51:05+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:51:07+00:00,,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-19T06:51:09+00:00,,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
